image,Default,Tuned,Change (%)
bad_weld_vid641_jpeg_jpg.rf.c27c57c373e7a2a103a893cf9efcbfab.jpg,5,5,0.0
bad_weld_vid641_jpeg_jpg.rf.f8c68dc19c5ec77840a327a4d9d06492.jpg,6,6,0.0
bad_weld_vid644_jpeg_jpg.rf.17e47d61f1d3a3fe6aa29adfcf52800e.jpg,5,4,-20.0
bad_weld_vid644_jpeg_jpg.rf.838f3e7b647497f798f36e930e2d508a.jpg,4,4,0.0
bad_weld_vid644_jpeg_jpg.rf.a48eb70890ab7e3f36e1813d34c239b0.jpg,5,4,-20.0
bad_weld_vid687_jpeg_jpg.rf.7a1e4e36ff409efeb37e589b25a5afc0.jpg,3,3,0.0
bad_weld_vid687_jpeg_jpg.rf.a4b983d007c670f0aaeba9a9d5016acd.jpg,4,4,0.0
bad_weld_vid687_jpeg_jpg.rf.caafddb0a2fea8004c498276ce105c23.jpg,4,4,0.0
bad_weld_vid721_jpeg_jpg.rf.95330632248c67411b8b113da02dd614.jpg,3,3,0.0
bad_weld_vid721_jpeg_jpg.rf.b0703a5f5177eff9dca205b3683d5fde.jpg,4,3,-25.0
bad_weld_vid721_jpeg_jpg.rf.e83454966b765b91b4fe2d501e74be03.jpg,3,3,0.0
bad_weld_vid84_jpeg_jpg.rf.51ba129a1e36a371c6725087226e77d1.jpg,1,1,0.0
bad_weld_vid84_jpeg_jpg.rf.5a686f0c81e2cd43d9ce0075ffbea0bd.jpg,1,1,0.0
bad_weld_vid84_jpeg_jpg.rf.5fd276cc979b4a0d55a989bd9a0e7cd5.jpg,1,1,0.0
bad_weld_vid84_jpeg_jpg.rf.d6896c64f0ed12cbd2b2eda4c85bc575.jpg,1,1,0.0
bad_weld_vid84_jpeg_jpg.rf.d6ba4914d28514697bda4ae5bca73a06.jpg,1,0,-100.0
bad_weld_vid88_jpeg_jpg.rf.9ba3b0cca50b4ccedb7ceb946e3006b8.jpg,4,3,-25.0
bad_weld_vid88_jpeg_jpg.rf.c5774047cc995d362acb0c4b2ea3b2e2.jpg,4,4,0.0
bad_weld_vid88_jpeg_jpg.rf.fd36272f520dc38fc378bfb6d21dadd8.jpg,3,3,0.0
bad_weld_vid93_jpeg_jpg.rf.60ea575e6739dcd6a3b79b2dd7eccf02.jpg,7,5,-28.57
bad_weld_vid93_jpeg_jpg.rf.83102b4c3f93b9fc806434fa1cd9f69d.jpg,7,6,-14.29
bad_weld_vid93_jpeg_jpg.rf.f4882e2ff717d7abd12844be32de8df6.jpg,6,5,-16.67
bad_weld_vid97_jpeg_jpg.rf.20002c07aca108575503549d5fcbf66d.jpg,2,2,0.0
bad_weld_vid97_jpeg_jpg.rf.373aed8f8c2656521543c2b9cb4b4b25.jpg,2,2,0.0
bad_weld_vid97_jpeg_jpg.rf.e8006391d588acf04dc807b1c2c8c5f2.jpg,3,2,-33.33
badly-welded-corner-rusty-old-metal-bad-weld-how-not-to-cook-132406262_jpeg_jpg.rf.910aa94449cd35a108c45c616b7d8a80.jpg,3,3,0.0
badly-welded-corner-rusty-old-metal-bad-weld-how-not-to-cook-132406262_jpeg_jpg.rf.9c293dae3f2b9cea4917e2383014e8b6.jpg,5,5,0.0
badly-welded-corner-rusty-old-metal-bad-weld-how-not-to-cook-132406262_jpeg_jpg.rf.f8a529fc1f49b3a323097bbcff5acfd4.jpg,3,3,0.0
bhjv_jpeg_jpg.rf.047b25220a32abea35cfdf6370206b10.jpg,4,4,0.0
bhjv_jpeg_jpg.rf.39d455cb53a8db5f73f4c119be29a648.jpg,4,3,-25.0
bhjv_jpeg_jpg.rf.b94d83fbec973682e0824a7507ff7d4c.jpg,3,3,0.0
carbon-steel-good-welds_14_jpeg_jpg.rf.259c3ae0c6a2860d523186c628ac6d26.jpg,1,1,0.0
carbon-steel-good-welds_14_jpeg_jpg.rf.9c222d32b744fde5cd2f47ecae94cf26.jpg,1,0,-100.0
carbon-steel-good-welds_14_jpeg_jpg.rf.a20e1f332b3aacf1c4618923e4bf21a0.jpg,1,1,0.0
carbon-steel-good-welds_48_jpeg_jpg.rf.3283feefde749c865e27c1282370a08d.jpg,2,2,0.0
carbon-steel-good-welds_48_jpeg_jpg.rf.85969a5183d24e1bd56b2b30d3f3637d.jpg,3,3,0.0
carbon-steel-good-welds_48_jpeg_jpg.rf.c961d8ead6cc3929650c4699633eb98c.jpg,3,3,0.0
cd175ee2-e199412f-weld-cracking-aluminum_jpg.rf.11b69b435aefa8089143ada4e96ea982.jpg,2,2,0.0
cd175ee2-e199412f-weld-cracking-aluminum_jpg.rf.12d6c8194441bb1438a9d4eee2b882bf.jpg,2,2,0.0
cd175ee2-e199412f-weld-cracking-aluminum_jpg.rf.6eff6bd835cc0102dd49de48dac20dd5.jpg,1,1,0.0
common-welding-defects_jpg.rf.14dd1f4ae19e92cb7e5cb73f7ea9ac3b.jpg,20,15,-25.0
common-welding-defects_jpg.rf.351f0511c9b6924f3e0c704c571176d8.jpg,20,15,-25.0
common-welding-defects_jpg.rf.bbf8797fb04a41cf43e1fb749c382db0.jpg,19,15,-21.05
crack-welding-images_20_jpeg_jpg.rf.39de5be1794f3949277cae98dcbbc73f.jpg,1,1,0.0
crack-welding-images_20_jpeg_jpg.rf.5dd05c4dc5f6e8fd970a78378bb82cdf.jpg,1,1,0.0
crack-welding-images_20_jpeg_jpg.rf.fbe00917c5fcb39b0f7d3ad160f2be40.jpg,1,1,0.0
crack-welding-images_21_jpeg_jpg.rf.74b26043b87ef9cb77d00e69ecd36927.jpg,1,1,0.0
crack-welding-images_21_jpeg_jpg.rf.c9ffbbb620942fa7fe2125211d6860d1.jpg,2,1,-50.0
crack-welding-images_25_jpeg_jpg.rf.5a2ecea0af4623fff9d2f2288d4aa0b7.jpg,1,1,0.0
crack-welding-images_25_jpeg_jpg.rf.c992d539d2c01f0b23ba9cf80091e2b6.jpg,1,1,0.0
cracked-weld-welding-due-to-metal-fatigue-on-a-bicycle-bike-frame-DYDW84_jpg.rf.17c69302c2a2b98cd49d71fa169d864f.jpg,1,1,0.0
cracked-weld-welding-due-to-metal-fatigue-on-a-bicycle-bike-frame-DYDW84_jpg.rf.d2f382aceb67598d47ce780709ab2ef0.jpg,1,1,0.0
cracked-weld-welding-due-to-metal-fatigue-on-a-bicycle-bike-frame-DYDW84_jpg.rf.ee9786e6e89d705ce0017a60ced296b7.jpg,1,1,0.0
d0999301-8d30759b-c2_png_jpg.rf.0b72e4893a71bcbcc958de8e356a2209.jpg,1,1,0.0
d0999301-8d30759b-c2_png_jpg.rf.b6b4ebfcaee8c8730cb22ac5e28a79a8.jpg,1,1,0.0
d0999301-8d30759b-c2_png_jpg.rf.c4671a77b139a9c8fd7565247c37d9fc.jpg,2,1,-50.0
download-2-_jpg.rf.57c1761b764e90a5480339a8491f9ed7.jpg,9,8,-11.11
download-2-_jpg.rf.606c807b15c269d17bf59552385ae88b.jpg,8,8,0.0
download-2-_jpg.rf.aaddd681ad95fa17b2f8ee541252437d.jpg,10,8,-20.0
download_jpeg_jpg.rf.7cef3292d5e982e4827694ab13b6f78b.jpg,1,1,0.0
download_jpeg_jpg.rf.944648be8d77b1e27217a5cfa762390c.jpg,1,1,0.0
download_jpeg_jpg.rf.e7214c63523813b2c1bb50d16b2fa560.jpg,1,1,0.0
e603149f-a64a58cc-download_jpeg_jpg.rf.420bd56687c9e695dec00302f727a113.jpg,1,1,0.0
e603149f-a64a58cc-download_jpeg_jpg.rf.5f09fd314c70d2c97936f7c0031ac245.jpg,1,1,0.0
e603149f-a64a58cc-download_jpeg_jpg.rf.728d0404cf7d807fc39c0e3c291d1c78.jpg,1,1,0.0
e603149f-a64a58cc-download_jpeg_jpg.rf.8c9770dbc1c7352aa2acff322dda0711.jpg,1,1,0.0
e603149f-a64a58cc-download_jpeg_jpg.rf.cb27b21d467c70911687811b0b3178ce.jpg,1,1,0.0
eac7a6e6-55379860-Transverse-Cracks_jpg.rf.5db7beacc8e8f6aa1615457790c0e798.jpg,1,1,0.0
eac7a6e6-55379860-Transverse-Cracks_jpg.rf.93699b43886d795c3b895a85617295f0.jpg,1,1,0.0
eac7a6e6-55379860-Transverse-Cracks_jpg.rf.c94f50656a927548524551e2b21acab7.jpg,1,1,0.0
eerrrr_jpg.rf.91b6c0b34b2c801d9bf37b2e296446ca.jpg,1,1,0.0
eerrrr_jpg.rf.ae4c51b9a69970da1dccf51cabe268ce.jpg,2,2,0.0
eerrrr_jpg.rf.de06e7c7943c9195e445ac56900a5f46.jpg,1,1,0.0
element-of-a-part-of-a-welded-structure-an-arc-welded-seam-technological-holes-industry-2F5B8YC_jpg.rf.4caae4b646943e6bf12df2d87f5d7d80.jpg,4,3,-25.0
element-of-a-part-of-a-welded-structure-an-arc-welded-seam-technological-holes-industry-2F5B8YC_jpg.rf.a31a6d2202ef6407a8b1317a1a197450.jpg,5,2,-60.0
element-of-a-part-of-a-welded-structure-an-arc-welded-seam-technological-holes-industry-2F5B8YC_jpg.rf.c7de8e9a245ae575383470ff7aabb1fb.jpg,6,4,-33.33
errrrr-2-_jpg.rf.a160fac8c003a77f0e266d9d2289c5a8.jpg,3,3,0.0
errrrr-2-_jpg.rf.c8ba278cab5aff352f734d34614e614f.jpg,3,3,0.0
errrrr-2-_jpg.rf.f276474b9f01274b2b83135e4d47ee05.jpg,3,3,0.0
f8fc18dc-bf17c3dd-c8_jpg.rf.6a8f5fae266a907f3fef8a398e4b376a.jpg,1,1,0.0
f8fc18dc-bf17c3dd-c8_jpg.rf.7d17a0da05fd16732c2697464de9504d.jpg,1,1,0.0
f8fc18dc-bf17c3dd-c8_jpg.rf.bd641db6f80006316d3b2b3a63d86891.jpg,1,1,0.0
fig2dragonaluminumlrjpg_jpeg_jpg.rf.b437ddbeccbaefca3e3d4a392ea0b541.jpg,2,2,0.0
fig2dragonaluminumlrjpg_jpeg_jpg.rf.df0b2f48736730674e78f0cd6f56a79b.jpg,2,2,0.0
fig2dragonaluminumlrjpg_jpeg_jpg.rf.f31df3938f7c5189ca6f799b82172bbb.jpg,2,2,0.0
good-stick-welds_13_jpeg_jpg.rf.456fad87f134d5d8b0502916c5ad38d9.jpg,3,2,-33.33
good-stick-welds_13_jpeg_jpg.rf.4ff615a3de2930b3cd06aa4a3f9ca4bc.jpg,2,2,0.0
good-stick-welds_13_jpeg_jpg.rf.e74abc4b11b519a3888240732cc92427.jpg,6,2,-66.67
good-stick-welds_14_jpeg_jpg.rf.8b2ab2d4382f757d45c99bc1af174969.jpg,1,1,0.0
good-stick-welds_14_jpeg_jpg.rf.ea9456d88ad5aa0e3225dbfb54d9c7bf.jpg,1,1,0.0
good-stick-welds_33_jpeg_jpg.rf.15d1c742c9b031c5243ed5826ca5f265.jpg,1,1,0.0
good-stick-welds_33_jpeg_jpg.rf.26a9b2baf58fbeeaa24e08dc887dc352.jpg,4,4,0.0
good-stick-welds_33_jpeg_jpg.rf.e306af6e20a4fe53e2e5d4dd43155d83.jpg,2,1,-50.0
good-stick-welds_44_jpeg_jpg.rf.2b0e9e740e813013d4d3f08cd92ae79b.jpg,5,5,0.0
good-stick-welds_44_jpeg_jpg.rf.6bf43c880e2e79139f4ac039e93676f9.jpg,5,4,-20.0
good-stick-welds_44_jpeg_jpg.rf.dd7fa248340eb53735dd9514477f2fc0.jpg,4,4,0.0
good-stick-welds_45_jpeg_jpg.rf.1a0bcd8a1db7576fa395917ba8ed0ed2.jpg,3,2,-33.33
good-stick-welds_45_jpeg_jpg.rf.31e1738f9db0b0d7cad69aaaf6ea462a.jpg,3,2,-33.33
good-stick-welds_45_jpeg_jpg.rf.66f880590642d1c92a1c7655569d9dc1.jpg,1,1,0.0
good-stick-welds_8_jpeg_jpg.rf.29b23696d86660de9386928d1cd60667.jpg,4,4,0.0
good-stick-welds_8_jpeg_jpg.rf.7319fc03c7ad12d541b75087c7623ed1.jpg,2,2,0.0
good-stick-welds_8_jpeg_jpg.rf.cee7b06a9bf2f23ed07757bad4813024.jpg,4,4,0.0
good_weld_vid100_jpeg_jpg.rf.12edc1a2a904b9e9816f5fb913b8caf5.jpg,3,2,-33.33
good_weld_vid100_jpeg_jpg.rf.2ac28408d00518eda84e9722653f84f1.jpg,5,4,-20.0
good_weld_vid100_jpeg_jpg.rf.6bf3dfe179a05939f73264cbaf75982c.jpg,4,2,-50.0
good_weld_vid1263_jpeg_jpg.rf.c0c735ef081f25da4b76ccd83be1cb4d.jpg,1,1,0.0
good_weld_vid1263_jpeg_jpg.rf.cad1c0c8e97451fbac182b8f39f82b40.jpg,1,1,0.0
good_weld_vid1263_jpeg_jpg.rf.fd36275f9b9db037dec35ca327d6222b.jpg,1,1,0.0
good_weld_vid142_jpeg_jpg.rf.5e4ff7e3621c69e4fbe57d4d605e0492.jpg,1,1,0.0
good_weld_vid142_jpeg_jpg.rf.e7000c72a4afb978428a8aa77ecac084.jpg,1,1,0.0
good_weld_vid142_jpeg_jpg.rf.e83f6b1b8ecf04f5c94914e41408c06c.jpg,1,1,0.0
good_weld_vid147_jpeg_jpg.rf.4b79e0348a47e222fb3bf213ae70beaf.jpg,2,2,0.0
good_weld_vid147_jpeg_jpg.rf.50d69c2f9171caba6a64b6d491ae8e54.jpg,2,2,0.0
good_weld_vid147_jpeg_jpg.rf.dc4faedf7490784dc8cb42c2941b5943.jpg,2,2,0.0
good_weld_vid1762_jpeg_jpg.rf.a2af993eb2d0b39300f5d700d8bb91f7.jpg,1,1,0.0
good_weld_vid1762_jpeg_jpg.rf.b705aa4f7bd57515377acbe87440651f.jpg,1,1,0.0
good_weld_vid272_jpeg_jpg.rf.0853d986daa77430f680cef59744c364.jpg,6,6,0.0
good_weld_vid272_jpeg_jpg.rf.8ade1758ac04c947418093e2937e9dd2.jpg,2,2,0.0
good_weld_vid272_jpeg_jpg.rf.b18e86787342912875ccdd3c6a0dcf2e.jpg,6,5,-16.67
good_weld_vid684_jpeg_jpg.rf.8b34802e47417b635ef81a1d7766c9d7.jpg,1,1,0.0
good_weld_vid684_jpeg_jpg.rf.af7a5c5d187f504a013ac794149cc100.jpg,1,1,0.0
hrjnhimages_jpeg_jpg.rf.15ba7bed9aa58929b2f82f7659836444.jpg,2,2,0.0
hrjnhimages_jpeg_jpg.rf.58c3f2eaa946a7c0c4e633ee778ed7c8.jpg,2,2,0.0
hrjnhimages_jpeg_jpg.rf.7d61175a52dcf5cd1bef8751def48fe3.jpg,2,2,0.0
images-1-_jpg.rf.57080fa5ec3817856c4370542390d998.jpg,9,6,-33.33
images-1-_jpg.rf.b153dc99a054aef19fbfd30d2739e570.jpg,6,6,0.0
images-1-_jpg.rf.bfaf96a6e0d75bbe0850193819e13952.jpg,6,6,0.0
images-10-_jpeg_jpg.rf.304536e9bf8442ff3705b7b134de4cdf.jpg,1,1,0.0
images-10-_jpeg_jpg.rf.80c6f1d4a7535f15b56e4509a3ef31e9.jpg,1,1,0.0
images-10-_jpeg_jpg.rf.b3064b94f608ca965abb8d6acc557fd6.jpg,1,1,0.0
images-13-_jpeg_jpg.rf.835e149134492c8a33874ab355e7224d.jpg,1,1,0.0
images-13-_jpeg_jpg.rf.c52821540c8cf028a2810355c0775165.jpg,2,2,0.0
images-13-_jpeg_jpg.rf.fd043cd28c43b78a4bd7cfe0a3ac5312.jpg,1,1,0.0
images-2-_jpg.rf.403914dd4df376272f34c0d015e6df28.jpg,7,6,-14.29
images-2-_jpg.rf.48085ca02172b2377d71ddfb29cded08.jpg,1,1,0.0
images-2-_jpg.rf.8bf61bcc5405b99fc53870d3c7cf6cdc.jpg,6,5,-16.67
images-2-_jpg.rf.c084c90eef89189b59c2e135953967dc.jpg,7,6,-14.29
images-3-_jpg.rf.16f9594adcc50d599079579f34993a80.jpg,6,3,-50.0
images-3-_jpg.rf.51bd841da280d9827ecc89bde150a108.jpg,5,3,-40.0
images-3-_jpg.rf.792296963f785ca934a86bc16d9a4971.jpg,5,3,-40.0
images-4-_jpg.rf.7e1d6ce5322a6321a8179e523425ace6.jpg,11,9,-18.18
images-4-_jpg.rf.d380928841d97d3f1f3b2d0652a0e64a.jpg,9,8,-11.11
images-4-_jpg.rf.eca4c8a3ee3dcb753f31af06daa2e0b8.jpg,11,9,-18.18
images-5-_jpg.rf.83b45d08e5995e2a4ba6d0276ccf0408.jpg,1,1,0.0
images-5-_jpg.rf.8a67800b93d26e10a5700470db826604.jpg,1,1,0.0
images-5-_jpg.rf.a85349fa550351f1b73f712e5eb73239.jpg,1,1,0.0
images-6-_jpg.rf.3cc2be092a95f2dcd57cba68f949bfcf.jpg,1,1,0.0
images-6-_jpg.rf.4a27a61949a9bf1cfb45278e7f095aa3.jpg,1,1,0.0
images-6-_jpg.rf.559592513c62f57d7bcbb6f6bfcea453.jpg,1,1,0.0
images-7-_jpg.rf.2c84b71f7f0a4dd33a8d61db71c8bd3d.jpg,1,1,0.0
images-7-_jpg.rf.87fcdb76ac2edc08b6427e863888dcf6.jpg,1,1,0.0
